match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,Att,PTLive,PTDead,PTFK,PTTB,PTPress,PTSw,PTCrs,PTCK,CKIn,CKOut,CKStr,Ground,Low,High,BPLeft,BPRight,BPHead,BPTI,BPOther,OutcomeCmp,OutcomeOff,OutcomeOut,OutcomeInt,OutcomeBlocks
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Glen Kamara,6.0,CM,25-231,90,61,58,3,3,0,9,5,1,0,0,0,0,56,3,2,8,53,0,0,0,59,0,0,0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Robin Lod,8.0,CM,28-060,90,45,38,7,2,2,14,0,2,1,0,0,0,36,5,4,31,10,0,2,0,39,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Rasmus Schüller,11.0,DM,29-363,66,24,24,0,0,0,6,1,0,0,0,0,0,16,5,3,10,12,2,0,0,20,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joni Kauko,19.0,DM,30-339,24,14,14,0,0,0,5,0,0,0,0,0,0,7,4,3,0,11,2,0,0,10,0,0,2,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jere Uronen,18.0,WB,26-338,90,39,34,5,0,0,6,1,2,0,0,0,0,28,8,3,29,4,1,5,0,35,0,2,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jukka Raitala,22.0,WB,32-274,74,34,30,4,2,0,2,0,5,0,0,0,0,21,4,9,17,15,0,2,0,27,1,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Pyry Soiri,13.0,WB,26-267,16,12,12,0,0,0,3,0,0,0,0,0,0,12,0,0,2,10,0,0,0,11,0,0,0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Daniel O'Shaughnessy,3.0,CB,26-275,90,51,45,6,2,0,8,5,5,0,0,0,0,30,6,15,36,9,0,4,0,38,0,1,1,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Paulus Arajuuri,2.0,CB,33-001,90,20,18,2,2,0,3,0,0,0,0,0,0,18,0,2,5,14,1,0,0,18,0,1,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joona Toivio,4.0,CB,33-098,84,43,40,3,1,0,7,0,1,0,0,0,0,28,5,10,12,29,0,2,0,32,0,1,0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Fredrik Jensen,9.0,CB,23-280,6,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Lukáš Hrádecký,1.0,GK,31-204,90,41,22,19,3,0,2,2,0,0,0,0,0,17,2,22,6,30,0,0,5,30,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,15 Players,,,,990,423,374,49,15,2,81,14,17,1,0,0,0,290,55,78,162,221,7,15,7,344,2,5,7,8
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Artem Dzyuba,22.0,FW,32-298,84,29,29,0,0,0,15,0,0,0,0,0,0,13,7,9,1,19,1,0,1,19,0,0,2,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Sobolev,9.0,FW,24-101,6,6,6,0,0,0,4,0,0,0,0,0,0,3,3,0,1,2,0,0,1,4,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Golovin,17.0,AM,25-017,90,68,61,7,1,1,13,3,7,4,0,3,1,49,6,13,5,59,0,2,1,56,0,1,4,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksei Miranchuk,15.0,AM,25-242,84,41,38,3,0,1,11,1,0,0,0,0,0,33,3,5,27,7,3,2,1,35,1,1,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Maksim Mukhin,26.0,"DM,AM",19-224,6,6,6,0,0,0,2,1,1,0,0,0,0,5,0,1,0,6,0,0,0,5,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Roman Zobnin,11.0,DM,27-125,90,63,62,1,1,0,13,3,0,0,0,0,0,49,3,11,7,52,3,0,0,56,0,1,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Magomed Ozdoyev,7.0,DM,28-223,60,43,40,3,0,0,5,4,4,0,0,0,0,30,4,9,5,34,1,3,0,36,1,1,0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Rifat Zhemaletdinov,19.0,"DM,AM",24-269,30,13,13,0,0,0,4,0,0,0,0,0,0,12,1,0,2,11,0,0,0,10,0,2,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Daler Kuzyaev,23.0,WB,28-152,90,60,54,6,0,0,10,1,7,0,0,0,0,43,11,6,12,40,1,6,0,51,0,0,1,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Mário Fernandes,2.0,WB,30-270,25,10,9,1,0,0,2,0,0,0,0,0,0,5,0,5,0,7,1,1,0,6,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Vyacheslav Karavayev,4.0,WB,26-027,65,39,31,8,0,0,7,0,0,0,0,0,0,25,9,5,7,24,0,8,0,28,1,0,1,4
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Georgi Dzhikiya,14.0,CB,27-207,90,67,64,3,3,0,11,0,0,0,0,0,0,58,2,7,32,33,1,0,1,63,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Igor Diveev,3.0,CB,21-262,90,58,55,3,3,0,4,4,0,0,0,0,0,48,2,8,10,47,1,0,0,51,0,1,2,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Dmitri Barinov,8.0,CB,24-278,90,85,83,2,2,0,8,5,1,0,0,0,0,73,7,5,8,75,1,0,0,70,0,0,5,3
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Matvei Safonov,16.0,GK,22-111,90,26,16,10,3,0,1,2,0,0,0,0,0,12,1,13,2,18,0,0,5,20,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,15 Players,,,,990,614,567,47,13,2,110,24,20,4,0,3,1,458,59,97,119,434,13,22,10,510,3,7,19,10
2c7de26e,"Monday June 28, 2021",22:00,France,h,Kylian Mbappé,10.0,FW,22-190,120,36,32,4,0,1,9,1,4,3,2,0,0,26,5,5,13,23,0,0,0,30,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Karim Benzema,19.0,FW,33-191,93,34,30,4,0,0,7,0,1,0,0,0,0,29,5,0,4,29,1,0,0,31,0,0,2,1
2c7de26e,"Monday June 28, 2021",22:00,France,h,Olivier Giroud,9.0,FW,34-271,27,7,7,0,0,0,2,0,0,0,0,0,0,4,3,0,6,0,0,0,0,5,0,0,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Antoine Griezmann,7.0,"AM,RM",30-099,87,59,53,6,1,0,15,2,3,5,3,2,0,42,5,12,47,11,0,0,1,43,0,1,4,3
2c7de26e,"Monday June 28, 2021",22:00,France,h,Moussa Sissoko,17.0,RM,31-316,33,16,14,2,1,0,2,1,2,0,0,0,0,11,2,3,2,11,1,1,0,12,0,0,2,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,N'Golo Kanté,13.0,DM,30-091,120,71,70,1,1,0,11,1,0,0,0,0,0,57,6,8,5,58,5,0,2,67,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Paul Pogba,6.0,DM,28-105,120,80,74,6,6,1,11,1,0,0,0,0,0,68,6,6,10,67,1,0,0,73,1,3,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,h,Adrien Rabiot,14.0,"LB,WB",26-086,120,86,77,9,1,0,18,0,4,0,0,0,0,64,14,8,63,11,1,8,1,70,0,0,5,2
2c7de26e,"Monday June 28, 2021",22:00,France,h,Benjamin Pavard,2.0,"RB,WB",25-092,120,47,37,10,0,0,5,0,1,0,0,0,0,27,11,9,3,30,3,10,0,38,0,0,4,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Presnel Kimpembe,3.0,CB,25-319,120,76,75,1,0,0,10,2,0,0,0,0,0,64,6,6,66,7,1,1,0,69,0,1,4,1
2c7de26e,"Monday June 28, 2021",22:00,France,h,Clément Lenglet,5.0,CB,26-011,45,41,41,0,0,0,3,0,0,0,0,0,0,35,6,0,32,5,3,0,0,39,0,0,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,h,Kingsley Coman,20.0,LM,25-015,65,27,27,0,0,0,8,0,4,0,0,0,0,21,1,5,8,15,3,0,0,20,0,1,2,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Marcus Thuram,26.0,LM,23-326,10,3,3,0,0,0,0,0,2,0,0,0,0,2,1,0,2,1,0,0,0,2,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Raphaël Varane,4.0,CB,28-064,120,63,63,0,0,0,6,1,0,0,0,0,0,50,4,9,28,33,2,0,0,56,0,3,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Hugo Lloris,1.0,GK,34-184,120,32,23,9,3,0,4,1,0,0,0,0,0,16,1,15,17,6,0,0,7,27,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,15 Players,,,,1320,678,626,52,13,2,111,10,21,8,5,2,0,516,76,86,306,307,21,20,11,582,1,9,25,9
2c7de26e,"Monday June 28, 2021",22:00,France,a,Haris Seferović,9.0,FW,29-126,96,28,25,3,0,0,12,0,0,0,0,0,0,18,4,6,12,10,2,0,2,20,0,1,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Fabian Schär,22.0,LB,29-190,24,10,8,2,0,0,1,2,0,0,0,0,0,4,1,5,3,5,0,2,0,7,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Breel Embolo,7.0,FW,24-134,79,23,23,0,0,0,9,1,1,0,0,0,0,13,7,3,6,14,3,0,0,17,0,1,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Ruben Vargas,11.0,"LM,WB,LB",22-327,41,12,9,3,0,0,2,0,1,2,1,1,0,5,2,5,1,8,2,1,0,7,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Xherdan Shaqiri,23.0,AM,29-261,72,28,25,3,2,0,5,3,2,0,0,0,0,20,2,6,25,3,0,0,0,21,0,0,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Mario Gavranović,19.0,"FW,AM",31-216,48,10,9,1,0,0,5,0,0,0,0,0,0,7,2,1,1,8,1,0,0,8,0,0,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Granit Xhaka,10.0,DM,28-274,120,89,85,4,4,1,28,2,0,0,0,0,0,74,6,9,78,6,3,0,0,81,0,0,4,2
2c7de26e,"Monday June 28, 2021",22:00,France,a,Remo Freuler,8.0,DM,29-074,120,53,51,2,2,0,18,2,2,0,0,0,0,39,8,6,5,46,1,0,0,47,0,1,1,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Steven Zuber,14.0,WB,29-315,78,40,36,4,0,0,11,0,2,0,0,0,0,35,3,2,11,25,0,4,0,36,0,0,0,2
2c7de26e,"Monday June 28, 2021",22:00,France,a,Christian Fassnacht,16.0,"RM,FW",27-229,42,10,10,0,0,0,1,0,0,0,0,0,0,7,0,3,2,7,1,0,0,7,0,0,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Silvan Widmer,3.0,WB,28-115,72,36,30,6,0,0,9,0,0,0,0,0,0,25,5,6,4,24,2,6,0,30,0,1,0,2
2c7de26e,"Monday June 28, 2021",22:00,France,a,Kevin Mbabu,2.0,"RB,WB",26-070,48,21,18,3,0,0,6,0,2,0,0,0,0,12,4,5,3,15,0,3,0,14,0,1,2,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Ricardo Rodríguez,13.0,CB,28-307,86,58,48,10,0,0,10,4,1,3,0,3,0,36,4,18,40,11,0,7,0,49,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Admir Mehmedi,18.0,"FW,LM,CB",30-104,34,17,15,2,0,0,6,0,0,0,0,0,0,11,4,2,1,10,3,2,1,14,0,0,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Manuel Akanji,5.0,CB,25-344,120,62,60,2,2,0,11,0,0,0,0,0,0,54,2,6,13,45,2,0,0,57,0,2,0,1
2c7de26e,"Monday June 28, 2021",22:00,France,a,Nico Elvedi,4.0,CB,24-271,120,36,36,0,0,0,5,0,0,0,0,0,0,31,1,4,7,27,2,0,0,31,0,1,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Yann Sommer,1.0,GK,32-193,120,35,15,20,3,0,1,1,0,0,0,0,0,23,4,8,2,27,0,0,5,30,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,17 Players,,,,1320,568,503,65,13,1,140,15,11,5,1,4,0,414,59,95,214,291,22,25,8,476,0,8,9,12
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Romelu Lukaku,9.0,FW,28-050,90,13,10,3,0,0,2,0,0,0,0,0,0,7,4,2,1,7,2,0,1,8,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Jeremy Doku,25.0,AM,19-036,90,22,22,0,0,1,3,1,3,0,0,0,0,20,2,0,3,19,0,0,0,18,0,1,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Kevin De Bruyne,7.0,"AM,DM",30-004,90,37,28,9,1,0,1,2,2,8,2,3,0,21,4,12,3,32,2,0,0,20,0,1,1,2
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Axel Witsel,6.0,DM,32-171,90,43,41,2,2,0,4,2,0,0,0,0,0,33,6,4,3,38,1,0,0,40,0,0,1,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Youri Tielemans,8.0,DM,24-056,68,22,22,0,0,0,3,1,1,0,0,0,0,18,2,2,3,16,2,0,0,20,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Dries Mertens,14.0,"AM,DM",34-057,22,6,5,1,0,0,0,0,1,1,0,1,0,3,1,2,0,6,0,0,0,5,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thorgan Hazard,16.0,WB,28-095,90,71,55,16,3,0,0,0,4,0,0,0,0,49,13,9,17,38,3,13,0,62,0,1,2,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thomas Meunier,15.0,WB,29-293,69,39,36,3,0,0,2,3,1,0,0,0,0,17,5,17,4,29,2,3,0,21,0,1,2,2
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Nacer Chadli,22.0,WB,31-334,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Dennis Praet,26.0,WB,27-049,17,4,3,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,3,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Jan Vertonghen,5.0,CB,34-069,90,67,65,2,1,0,7,2,0,0,0,0,0,57,3,7,50,15,1,1,0,59,0,1,1,2
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thomas Vermaelen,3.0,CB,35-230,90,52,52,0,0,0,3,0,0,0,0,0,0,44,2,6,46,2,1,0,0,47,0,1,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Toby Alderweireld,2.0,CB,32-122,90,71,69,2,2,0,3,1,0,0,0,0,0,59,1,11,11,57,2,0,0,64,1,1,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thibaut Courtois,1.0,GK,29-052,90,33,22,11,5,0,3,0,0,0,0,0,0,19,1,13,23,5,0,0,5,26,0,2,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,14 Players,,,,990,482,432,50,14,1,31,12,12,9,2,4,0,350,46,86,164,267,18,18,6,395,1,9,8,8
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Ciro Immobile,17.0,FW,31-132,73,21,19,2,0,0,6,0,0,0,0,0,0,15,5,1,1,19,0,0,1,16,0,1,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Andrea Belotti,9.0,FW,27-194,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Lorenzo Insigne,10.0,LW,30-028,78,66,61,5,3,0,5,5,4,2,1,1,0,51,2,13,3,63,0,0,0,57,0,2,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Domenico Berardi,11.0,LW,26-335,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Federico Chiesa,14.0,RW,23-250,89,24,24,0,0,0,4,2,3,0,0,0,0,16,5,3,4,20,0,0,0,18,0,1,0,2
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Rafael Tolói,25.0,RW,30-265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Marco Verratti,6.0,CM,28-239,73,88,84,4,0,0,3,0,0,3,2,1,0,75,9,4,6,79,2,1,0,85,0,0,2,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Bryan Cristante,16.0,CM,26-121,17,6,6,0,0,0,1,0,0,0,0,0,0,1,3,2,0,4,1,0,0,3,0,1,0,2
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Nicolò Barella,18.0,CM,24-145,90,42,42,0,0,0,3,0,0,0,0,0,0,33,1,8,3,38,1,0,0,37,0,0,1,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Jorginho,8.0,DM,29-194,90,73,70,3,3,0,8,1,0,0,0,0,0,55,9,9,1,69,2,0,1,72,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Leonardo Spinazzola,4.0,LB,28-099,78,47,43,4,1,0,2,0,1,0,0,0,0,39,4,4,13,29,2,3,0,43,0,0,1,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Emerson Palmieri,13.0,LB,26-333,12,4,3,1,1,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,4,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Giorgio Chiellini,3.0,CB,36-322,90,36,34,2,0,0,2,0,0,0,0,0,0,24,7,5,19,12,3,1,0,33,0,0,0,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Leonardo Bonucci,19.0,CB,34-062,90,62,58,4,4,0,3,10,0,0,0,0,0,39,4,19,14,46,0,0,0,55,1,0,0,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Giovanni Di Lorenzo,2.0,RB,27-332,90,50,40,10,0,0,5,1,0,0,0,0,0,32,12,6,5,32,3,10,0,43,0,0,1,1
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Gianluigi Donnarumma,21.0,GK,22-127,90,26,19,7,5,0,1,0,0,0,0,0,0,17,2,7,4,15,0,0,6,20,0,1,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,16 Players,,,,990,546,504,42,17,0,43,19,8,5,3,2,0,400,64,82,78,426,14,15,8,486,1,6,8,10
415ff832,"Tuesday June 29, 2021",17:00,England,h,Harry Kane,9.0,FW,27-336,90,19,19,0,0,0,3,1,0,0,0,0,0,11,4,4,1,14,2,0,0,13,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Raheem Sterling,10.0,"LW,RW",26-203,90,27,26,1,0,0,3,0,2,0,0,0,0,19,4,4,1,23,1,1,0,20,0,0,0,2
415ff832,"Tuesday June 29, 2021",17:00,England,h,Bukayo Saka,25.0,RW,19-297,68,21,20,1,0,0,0,0,0,0,0,0,0,20,0,1,16,5,0,0,0,16,1,0,2,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jack Grealish,7.0,"LW,RW",25-292,22,5,5,0,0,0,0,0,0,0,0,0,0,3,2,0,1,4,0,0,0,5,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Declan Rice,4.0,DM,22-166,87,45,45,0,0,0,1,1,0,0,0,0,0,41,2,2,5,38,2,0,0,43,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jordan Henderson,8.0,DM,31-012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kalvin Phillips,14.0,DM,25-209,90,56,55,1,1,0,7,2,1,0,0,0,0,40,9,7,6,46,1,0,0,50,0,1,0,2
415ff832,"Tuesday June 29, 2021",17:00,England,h,Luke Shaw,3.0,WB,25-352,90,40,33,7,2,0,3,0,1,0,0,0,0,28,8,4,33,0,2,5,0,33,0,0,2,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kieran Trippier,12.0,WB,30-283,90,63,46,17,4,0,3,3,5,3,1,2,0,29,12,22,4,46,3,10,0,42,1,2,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Harry Maguire,6.0,CB,28-116,90,49,48,1,1,0,3,2,0,0,0,0,0,36,5,8,7,35,5,0,0,44,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,John Stones,5.0,CB,27-032,90,55,55,0,0,0,5,1,0,0,0,0,0,47,6,2,10,40,2,0,0,52,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kyle Walker,2.0,CB,31-032,90,63,62,1,0,0,5,2,0,0,0,0,0,44,7,12,1,54,4,1,1,55,0,2,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jordan Pickford,1.0,GK,27-114,90,34,26,8,3,0,0,4,0,0,0,0,0,13,2,19,22,7,0,0,4,23,0,1,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,13 Players,,,,990,477,440,37,11,0,33,16,9,3,1,2,0,331,61,85,107,312,22,17,5,396,2,6,6,4
415ff832,"Tuesday June 29, 2021",17:00,England,a,Timo Werner,11.0,FW,25-115,67,14,13,1,0,0,2,0,1,0,0,0,0,11,3,0,2,11,0,0,1,11,0,0,0,1
415ff832,"Tuesday June 29, 2021",17:00,England,a,Serge Gnabry,10.0,FW,25-350,23,7,6,1,0,0,2,1,1,0,0,0,0,4,1,2,1,5,1,0,0,5,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Thomas Müller,25.0,LW,31-289,89,37,36,1,0,0,12,1,0,0,0,0,0,28,3,6,3,29,3,0,0,30,0,3,3,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Jamal Musiala,14.0,LW,18-123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Kai Havertz,7.0,RW,22-018,90,32,32,0,0,2,8,1,0,0,0,0,0,27,3,2,26,4,0,0,2,27,0,1,0,1
415ff832,"Tuesday June 29, 2021",17:00,England,a,Leon Goretzka,18.0,DM,26-143,90,46,45,1,1,1,11,0,0,0,0,0,0,39,1,6,0,42,4,0,0,42,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Toni Kroos,8.0,DM,31-176,90,78,71,7,4,0,11,1,1,3,2,0,0,58,5,15,9,67,2,0,0,64,1,0,3,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Robin Gosens,20.0,WB,26-359,87,36,27,9,3,0,9,0,2,0,0,0,0,23,7,6,26,3,1,6,0,30,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Leroy Sané,19.0,WB,25-169,3,4,4,0,0,0,1,0,1,0,0,0,0,2,0,2,3,0,1,0,0,2,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Joshua Kimmich,6.0,WB,26-141,90,50,42,8,2,0,7,1,3,0,0,0,0,28,8,14,13,29,2,6,0,41,0,2,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Antonio Rüdiger,2.0,CB,28-118,90,62,61,1,1,0,7,0,0,0,0,0,0,50,3,9,14,45,1,0,0,54,0,0,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Mats Hummels,5.0,CB,32-195,90,82,81,1,0,0,15,1,0,0,0,0,0,67,6,9,26,47,3,1,0,77,1,1,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,Matthias Ginter,4.0,CB,27-161,86,53,52,1,0,0,8,0,0,0,0,0,0,42,3,8,5,44,1,1,0,45,0,1,1,1
415ff832,"Tuesday June 29, 2021",17:00,England,a,Emre Can,23.0,CB,27-168,4,10,10,0,0,0,0,0,0,0,0,0,0,6,2,2,3,5,2,0,0,9,0,0,0,1
415ff832,"Tuesday June 29, 2021",17:00,England,a,Manuel Neuer,1.0,GK,35-094,90,47,41,6,1,0,3,0,0,0,0,0,0,22,4,21,8,29,2,0,6,33,0,1,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,a,15 Players,,,,990,558,521,37,12,3,96,6,9,3,2,0,0,407,49,102,139,360,23,14,9,470,2,9,10,4
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Donyell Malen,18.0,FW,22-159,56,14,14,0,0,0,4,1,1,0,0,0,0,11,2,1,1,12,0,0,0,8,0,1,0,2
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Quincy Promes,11.0,"LW,FW,WB",29-174,34,15,14,1,0,0,2,0,1,0,0,0,0,9,2,4,2,9,1,1,0,10,0,0,1,0
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Memphis Depay,10.0,"FW,CM",27-134,90,42,31,11,3,0,7,4,2,5,3,1,0,21,7,14,3,34,2,0,2,28,0,1,0,1
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Georginio Wijnaldum,8.0,"AM,RW,CB",30-228,90,16,13,3,1,0,4,0,0,1,0,1,0,11,2,3,1,12,1,1,0,11,0,0,0,0
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Frenkie de Jong,21.0,"DM,CM",24-046,90,53,52,1,1,0,11,2,0,0,0,0,0,41,8,4,5,42,4,0,1,46,0,0,0,1
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Marten de Roon,15.0,"DM,CM",30-090,72,38,37,1,1,0,8,2,1,0,0,0,0,20,10,8,7,21,6,0,0,29,1,3,0,0
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Wout Weghorst,19.0,"FW,CM",28-324,18,8,8,0,0,0,5,0,0,0,0,0,0,1,2,5,0,1,2,0,0,4,0,0,0,0
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Patrick van Aanholt,12.0,"WB,LB",30-302,80,46,36,10,0,0,4,0,2,0,0,0,0,24,12,10,29,7,0,10,0,35,0,0,1,0
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Steven Berghuis,7.0,"LB,FW",29-190,10,10,9,1,0,0,1,1,1,0,0,0,0,5,1,4,8,0,0,1,0,6,0,1,1,1
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Denzel Dumfries,22.0,"WB,RB",25-070,90,30,20,10,1,0,2,2,3,0,0,0,0,15,10,5,3,16,1,9,0,21,0,1,2,1
437cb418,"Sunday June 27, 2021",18:00,Netherlands,h,Daley Blind,17.0,CB,31-110,80,63,62,1,1,0,9,0,1,0,0,0,0,43,6,14,50,10,2,0,0,51,0,1,1,0
