match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,Tkl,TklW,TklDef 3rd,TklMid 3rd,TklAtt 3rd,vsdribTkl,vsdribAttmp,vsdribTkl%,vsdribPast,Press,Succ,%,PressDef 3rd,PressMid 3rd,PressAtt 3rd,Blocks,ShAttmp,ShSv,Pass,Int,Tkl+Int,Clr,Err
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Joakim Mæhle,5.0,WB,24-028,90,1,1,1,0,0,0,2,0.0,2,8,4,50.0,2,2,4,1,0,0,1,3,4,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Daniel Wass,18.0,WB,32-017,60,3,1,1,2,0,2,3,66.7,1,5,1,20.0,1,4,0,3,0,0,3,2,5,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Jens Stryger Larsen,17.0,"WB,AM,RB",30-116,30,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Jannik Vestergaard,3.0,CB,28-318,83,2,1,1,0,1,2,3,66.7,1,6,3,50.0,2,4,0,0,0,0,0,5,7,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Andreas Skov Olsen,11.0,"CB,AM",21-170,7,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,1,1,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Simon Kjær,4.0,CB,32-083,90,6,2,5,1,0,1,1,100.0,0,20,7,35.0,13,6,1,0,0,0,0,3,9,5,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Andreas Christensen,6.0,CB,25-068,90,1,1,0,1,0,1,2,50.0,1,10,2,20.0,2,7,1,1,0,0,1,1,2,2,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,Kasper Schmeichel,1.0,GK,34-224,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,h,16 Players,,,,990,17,10,8,7,2,7,21,33.3,14,110,33,30.0,26,60,24,11,1,1,10,25,42,12,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Romelu Lukaku,9.0,FW,28-035,90,0,0,0,0,0,0,0,,0,4,1,25.0,0,2,2,0,0,0,0,0,0,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Yannick Carrasco,11.0,AM,27-286,58,1,0,0,1,0,0,0,,0,11,2,18.2,1,2,8,1,0,0,1,1,2,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Eden Hazard,10.0,AM,30-161,32,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Dries Mertens,14.0,AM,34-042,45,2,2,1,0,1,0,1,0.0,1,15,4,26.7,5,5,5,0,0,0,0,0,2,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Kevin De Bruyne,7.0,AM,29-354,45,0,0,0,0,0,0,0,,0,9,2,22.2,0,5,4,0,0,0,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Youri Tielemans,8.0,DM,24-041,90,1,1,0,0,1,0,3,0.0,3,14,1,7.1,4,8,2,0,0,0,0,1,2,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Leander Dendoncker,19.0,DM,26-063,58,1,1,0,1,0,0,1,0.0,1,20,5,25.0,9,10,1,2,1,0,1,1,2,2,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Axel Witsel,6.0,DM,32-156,32,1,1,1,0,0,0,1,0.0,1,7,2,28.6,3,4,0,0,0,0,0,0,1,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Thorgan Hazard,16.0,WB,28-080,89,1,0,1,0,0,1,4,25.0,3,24,0,0.0,12,10,2,1,1,0,0,2,3,2,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Thomas Vermaelen,3.0,WB,35-215,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Thomas Meunier,15.0,WB,29-278,90,3,1,3,0,0,1,5,20.0,4,16,3,18.8,12,4,0,1,1,0,0,2,5,0,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Jan Vertonghen,5.0,CB,34-054,90,1,1,0,1,0,0,0,,0,8,2,25.0,5,3,0,3,1,0,2,1,2,8,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Jason Denayer,18.0,CB,25-354,90,0,0,0,0,0,0,0,,0,7,1,14.3,4,3,0,3,2,0,1,3,3,1,1
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Toby Alderweireld,2.0,CB,32-107,90,2,0,1,1,0,2,2,100.0,0,4,1,25.0,1,3,0,4,3,0,1,0,2,3,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,Thibaut Courtois,1.0,GK,29-037,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
25bb1fa2,"Thursday June 17, 2021",18:00,Denmark,a,15 Players,,,,990,13,7,7,4,2,4,17,23.5,13,139,24,17.3,56,59,24,15,9,0,6,11,24,19,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joel Pohjanpalo,20.0,FW,26-276,90,0,0,0,0,0,0,0,,0,8,1,12.5,2,3,3,0,0,0,0,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Teemu Pukki,10.0,FW,31-079,74,0,0,0,0,0,0,0,,0,28,3,10.7,0,18,10,2,0,0,2,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Lassi Lappalainen,21.0,FW,22-296,16,0,0,0,0,0,0,1,0.0,1,5,0,0.0,0,3,2,1,0,0,1,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Glen Kamara,6.0,CM,25-231,90,0,0,0,0,0,0,0,,0,13,0,0.0,5,7,1,1,0,0,1,2,2,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Robin Lod,8.0,CM,28-060,90,3,3,2,1,0,1,6,16.7,5,28,7,25.0,10,17,1,1,0,0,1,0,3,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Rasmus Schüller,11.0,DM,29-363,66,4,2,4,0,0,2,3,66.7,1,30,7,23.3,19,10,1,0,0,0,0,5,9,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joni Kauko,19.0,DM,30-339,24,0,0,0,0,0,0,0,,0,8,2,25.0,1,6,1,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jere Uronen,18.0,WB,26-338,90,3,2,2,0,1,2,2,100.0,0,15,4,26.7,8,3,4,3,0,0,3,4,7,8,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jukka Raitala,22.0,WB,32-274,74,4,2,4,0,0,3,3,100.0,0,13,3,23.1,8,4,1,0,0,0,0,2,6,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Pyry Soiri,13.0,WB,26-267,16,3,2,2,1,0,1,1,100.0,0,7,3,42.9,5,2,0,0,0,0,0,1,4,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Daniel O'Shaughnessy,3.0,CB,26-275,90,2,0,1,1,0,1,3,33.3,2,13,4,30.8,7,6,0,4,2,0,2,2,4,12,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Paulus Arajuuri,2.0,CB,33-001,90,0,0,0,0,0,0,1,0.0,1,11,3,27.3,9,2,0,1,1,0,0,1,1,11,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joona Toivio,4.0,CB,33-098,84,1,0,0,1,0,0,0,,0,8,3,37.5,5,3,0,0,0,0,0,2,3,8,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Fredrik Jensen,9.0,CB,23-280,6,0,0,0,0,0,0,0,,0,3,0,0.0,1,2,0,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Lukáš Hrádecký,1.0,GK,31-204,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,15 Players,,,,990,20,11,15,4,1,10,20,50.0,10,190,40,21.1,80,86,24,13,3,0,10,19,39,42,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Artem Dzyuba,22.0,FW,32-298,84,0,0,0,0,0,0,0,,0,6,2,33.3,0,4,2,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Sobolev,9.0,FW,24-101,6,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,1,0,0,1,0,0,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Golovin,17.0,AM,25-017,90,1,1,0,0,1,1,2,50.0,1,25,6,24.0,4,5,16,2,0,0,2,1,2,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksei Miranchuk,15.0,AM,25-242,84,1,0,0,0,1,0,1,0.0,1,18,8,44.4,1,7,10,0,0,0,0,0,1,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Maksim Mukhin,26.0,"DM,AM",19-224,6,0,0,0,0,0,0,0,,0,5,2,40.0,3,1,1,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Roman Zobnin,11.0,DM,27-125,90,3,1,0,3,0,0,2,0.0,2,24,7,29.2,6,15,3,2,1,0,1,2,5,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Magomed Ozdoyev,7.0,DM,28-223,60,1,1,0,1,0,0,0,,0,16,8,50.0,4,7,5,0,0,0,0,1,2,1,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Rifat Zhemaletdinov,19.0,"DM,AM",24-269,30,1,1,0,1,0,0,0,,0,6,3,50.0,0,5,1,0,0,0,0,0,1,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Daler Kuzyaev,23.0,WB,28-152,90,1,1,1,0,0,1,1,100.0,0,10,3,30.0,5,3,2,0,0,0,0,0,1,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Mário Fernandes,2.0,WB,30-270,25,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Vyacheslav Karavayev,4.0,WB,26-027,65,1,1,1,0,0,0,0,,0,16,4,25.0,7,5,4,1,0,0,1,0,1,2,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Georgi Dzhikiya,14.0,CB,27-207,90,2,2,1,1,0,2,3,66.7,1,10,5,50.0,5,5,0,2,2,0,0,0,2,6,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Igor Diveev,3.0,CB,21-262,90,0,0,0,0,0,0,1,0.0,1,9,5,55.6,7,2,0,4,3,0,1,3,3,10,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Dmitri Barinov,8.0,CB,24-278,90,1,0,1,0,0,0,4,0.0,4,16,5,31.3,10,4,2,2,0,0,2,0,1,4,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Matvei Safonov,16.0,GK,22-111,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,15 Players,,,,990,12,8,4,6,2,4,14,28.6,10,166,59,35.5,53,64,49,14,6,0,8,7,19,25,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Kylian Mbappé,10.0,FW,22-190,120,2,1,0,1,1,0,0,,0,10,1,10.0,1,3,6,1,1,0,0,0,2,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Karim Benzema,19.0,FW,33-191,93,0,0,0,0,0,0,0,,0,11,3,27.3,1,7,3,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Olivier Giroud,9.0,FW,34-271,27,0,0,0,0,0,0,0,,0,9,3,33.3,2,3,4,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Antoine Griezmann,7.0,"AM,RM",30-099,87,1,0,0,1,0,0,0,,0,17,4,23.5,0,13,4,4,0,0,4,0,1,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Moussa Sissoko,17.0,RM,31-316,33,0,0,0,0,0,0,0,,0,4,1,25.0,0,2,2,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,N'Golo Kanté,13.0,DM,30-091,120,2,1,0,2,0,0,1,0.0,1,27,6,22.2,8,13,6,3,0,0,3,2,4,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Paul Pogba,6.0,DM,28-105,120,3,2,1,2,0,0,0,,0,35,10,28.6,7,24,4,1,0,0,1,1,4,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Adrien Rabiot,14.0,"LB,WB",26-086,120,3,2,2,1,0,2,3,66.7,1,16,2,12.5,7,8,1,1,0,0,1,2,5,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Benjamin Pavard,2.0,"RB,WB",25-092,120,7,1,5,0,2,6,6,100.0,0,26,6,23.1,11,10,5,0,0,0,0,2,9,2,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Presnel Kimpembe,3.0,CB,25-319,120,1,0,0,0,1,0,3,0.0,3,16,8,50.0,9,6,1,1,0,0,1,1,2,4,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Clément Lenglet,5.0,CB,26-011,45,1,1,1,0,0,0,0,,0,8,3,37.5,7,1,0,1,1,0,0,1,2,5,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Kingsley Coman,20.0,LM,25-015,65,0,0,0,0,0,0,0,,0,11,5,45.5,4,7,0,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Marcus Thuram,26.0,LM,23-326,10,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,1,1,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Raphaël Varane,4.0,CB,28-064,120,3,1,3,0,0,2,2,100.0,0,13,3,23.1,7,6,0,2,0,0,2,0,3,7,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,Hugo Lloris,1.0,GK,34-184,120,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,h,15 Players,,,,1320,23,9,12,7,4,10,15,66.7,5,204,55,27.0,64,103,37,15,3,0,12,9,32,20,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Haris Seferović,9.0,FW,29-126,96,0,0,0,0,0,0,1,0.0,1,18,3,16.7,1,4,13,1,1,0,0,2,2,3,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Fabian Schär,22.0,LB,29-190,24,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Breel Embolo,7.0,FW,24-134,79,2,0,1,1,0,1,2,50.0,1,14,4,28.6,1,8,5,2,0,0,2,1,3,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Ruben Vargas,11.0,"LM,WB,LB",22-327,41,1,0,1,0,0,0,1,0.0,1,6,0,0.0,3,1,2,0,0,0,0,2,3,4,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Xherdan Shaqiri,23.0,AM,29-261,72,0,0,0,0,0,0,0,,0,12,1,8.3,2,5,5,1,0,0,1,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Mario Gavranović,19.0,"FW,AM",31-216,48,1,0,1,0,0,0,1,0.0,1,13,3,23.1,2,9,2,1,1,0,0,0,1,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Granit Xhaka,10.0,DM,28-274,120,3,1,2,1,0,1,4,25.0,3,27,2,7.4,9,15,3,1,1,0,0,3,6,2,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Remo Freuler,8.0,DM,29-074,120,2,1,0,1,1,1,7,14.3,6,33,9,27.3,17,10,6,5,1,0,4,2,4,2,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Steven Zuber,14.0,WB,29-315,78,2,1,1,1,0,0,0,,0,8,1,12.5,4,4,0,0,0,0,0,1,3,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Christian Fassnacht,16.0,"RM,FW",27-229,42,3,2,2,1,0,2,3,66.7,1,18,2,11.1,3,10,5,0,0,0,0,1,4,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Silvan Widmer,3.0,WB,28-115,72,1,0,1,0,0,0,3,0.0,3,18,3,16.7,11,5,2,0,0,0,0,1,2,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Kevin Mbabu,2.0,"RB,WB",26-070,48,4,2,3,1,0,4,5,80.0,1,18,5,27.8,11,4,3,0,0,0,0,2,6,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Ricardo Rodríguez,13.0,CB,28-307,86,0,0,0,0,0,0,1,0.0,1,16,1,6.3,8,7,1,2,1,0,1,2,2,1,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Admir Mehmedi,18.0,"FW,LM,CB",30-104,34,2,2,1,1,0,0,0,,0,17,6,35.3,4,6,7,0,0,0,0,1,3,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Manuel Akanji,5.0,CB,25-344,120,4,1,4,0,0,2,2,100.0,0,12,1,8.3,5,7,0,1,0,0,1,3,7,6,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Nico Elvedi,4.0,CB,24-271,120,3,2,2,1,0,2,3,66.7,1,14,3,21.4,8,6,0,1,1,0,0,5,8,10,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,Yann Sommer,1.0,GK,32-193,120,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2c7de26e,"Monday June 28, 2021",22:00,France,a,17 Players,,,,1320,28,12,19,8,1,13,33,39.4,20,245,44,18.0,90,101,54,15,6,0,9,27,55,30,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Romelu Lukaku,9.0,FW,28-050,90,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Jeremy Doku,25.0,AM,19-036,90,1,1,1,0,0,0,0,,0,8,2,25.0,3,0,5,1,0,0,1,0,1,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Kevin De Bruyne,7.0,"AM,DM",30-004,90,0,0,0,0,0,0,0,,0,15,2,13.3,5,6,4,2,0,0,2,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Axel Witsel,6.0,DM,32-171,90,2,2,2,0,0,0,0,,0,12,4,33.3,10,1,1,0,0,0,0,0,2,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Youri Tielemans,8.0,DM,24-056,68,2,2,2,0,0,1,2,50.0,1,9,5,55.6,6,3,0,2,0,0,2,0,2,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Dries Mertens,14.0,"AM,DM",34-057,22,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thorgan Hazard,16.0,WB,28-095,90,6,3,4,2,0,4,5,80.0,1,18,7,38.9,9,7,2,3,0,0,3,3,9,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thomas Meunier,15.0,WB,29-293,69,2,2,1,1,0,2,2,100.0,0,8,1,12.5,5,3,0,1,0,0,1,3,5,5,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Nacer Chadli,22.0,WB,31-334,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Dennis Praet,26.0,WB,27-049,17,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Jan Vertonghen,5.0,CB,34-069,90,2,2,0,1,1,1,2,50.0,1,3,1,33.3,2,1,0,1,0,0,1,0,2,2,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thomas Vermaelen,3.0,CB,35-230,90,4,4,3,1,0,0,0,,0,13,11,84.6,10,2,1,2,2,0,0,3,7,4,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Toby Alderweireld,2.0,CB,32-122,90,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,3,3,0,0,0,0,3,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,Thibaut Courtois,1.0,GK,29-052,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,h,14 Players,,,,990,19,16,13,5,1,8,11,72.7,3,93,34,36.6,51,25,17,15,5,0,10,9,28,15,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Ciro Immobile,17.0,FW,31-132,73,0,0,0,0,0,0,1,0.0,1,16,3,18.8,0,4,12,1,0,0,1,0,0,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Andrea Belotti,9.0,FW,27-194,17,0,0,0,0,0,0,0,,0,7,2,28.6,2,2,3,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Lorenzo Insigne,10.0,LW,30-028,78,1,0,1,0,0,0,0,,0,12,5,41.7,6,1,5,0,0,0,0,0,1,1,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Domenico Berardi,11.0,LW,26-335,12,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,0,2,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Federico Chiesa,14.0,RW,23-250,89,1,0,1,0,0,0,3,0.0,3,16,2,12.5,2,8,6,1,0,0,1,0,1,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Rafael Tolói,25.0,RW,30-265,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Marco Verratti,6.0,CM,28-239,73,3,2,2,1,0,0,3,0.0,3,15,4,26.7,4,4,7,1,1,0,0,2,5,2,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Bryan Cristante,16.0,CM,26-121,17,0,0,0,0,0,0,1,0.0,1,3,0,0.0,1,2,0,1,0,0,1,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Nicolò Barella,18.0,CM,24-145,90,0,0,0,0,0,0,1,0.0,1,8,2,25.0,0,4,4,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Jorginho,8.0,DM,29-194,90,2,2,1,0,1,2,5,40.0,3,7,3,42.9,2,3,2,3,1,0,2,2,4,3,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Leonardo Spinazzola,4.0,LB,28-099,78,1,1,0,0,1,1,2,50.0,1,2,1,50.0,0,1,1,2,1,1,1,1,2,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Emerson Palmieri,13.0,LB,26-333,12,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Giorgio Chiellini,3.0,CB,36-322,90,0,0,0,0,0,0,0,,0,3,2,66.7,1,2,0,2,1,0,1,0,0,10,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Leonardo Bonucci,19.0,CB,34-062,90,1,0,1,0,0,0,0,,0,5,2,40.0,4,1,0,2,1,0,1,0,1,2,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Giovanni Di Lorenzo,2.0,RB,27-332,90,7,2,5,2,0,3,6,50.0,3,17,5,29.4,8,7,2,1,1,0,0,2,9,7,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,Gianluigi Donnarumma,21.0,GK,22-127,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
35a9c7dc,"Friday July 2, 2021",21:00,Belgium,a,16 Players,,,,990,16,7,11,3,2,6,22,27.3,16,114,31,27.2,32,40,42,14,6,1,8,8,24,28,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Harry Kane,9.0,FW,27-336,90,0,0,0,0,0,0,0,,0,19,1,5.3,2,8,9,1,0,0,1,0,0,2,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Raheem Sterling,10.0,"LW,RW",26-203,90,2,1,1,1,0,1,1,100.0,0,11,2,18.2,2,4,5,1,0,0,1,1,3,0,1
415ff832,"Tuesday June 29, 2021",17:00,England,h,Bukayo Saka,25.0,RW,19-297,68,1,1,0,1,0,0,1,0.0,1,17,3,17.6,2,7,8,0,0,0,0,0,1,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jack Grealish,7.0,"LW,RW",25-292,22,0,0,0,0,0,0,0,,0,4,1,25.0,1,0,3,0,0,0,0,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Declan Rice,4.0,DM,22-166,87,2,1,2,0,0,1,3,33.3,2,22,7,31.8,3,13,6,1,1,0,0,2,4,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jordan Henderson,8.0,DM,31-012,3,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kalvin Phillips,14.0,DM,25-209,90,1,0,0,1,0,0,0,,0,19,3,15.8,4,11,4,0,0,0,0,0,1,4,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Luke Shaw,3.0,WB,25-352,90,0,0,0,0,0,0,0,,0,14,1,7.1,5,6,3,0,0,0,0,0,0,3,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kieran Trippier,12.0,WB,30-283,90,1,1,0,1,0,1,1,100.0,0,10,1,10.0,3,6,1,0,0,0,0,1,2,1,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Harry Maguire,6.0,CB,28-116,90,1,1,1,0,0,0,0,,0,6,1,16.7,3,3,0,2,1,0,1,1,2,5,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,John Stones,5.0,CB,27-032,90,1,0,1,0,0,1,1,100.0,0,4,1,25.0,1,3,0,0,0,0,0,2,3,4,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Kyle Walker,2.0,CB,31-032,90,0,0,0,0,0,0,0,,0,6,1,16.7,3,2,1,1,0,0,1,3,3,4,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,Jordan Pickford,1.0,GK,27-114,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
415ff832,"Tuesday June 29, 2021",17:00,England,h,13 Players,,,,990,9,5,5,4,0,4,7,57.1,3,133,22,16.5,30,63,40,6,2,0,4,10,19,26,1
