match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,PassCmp,PassAtt,PassCmp%,PassProg,Carries,CarriesProg,DribSucc,DribAtt
027b11df,"Friday June 18, 2021",20:00,England,a,Grant Hanley,5.0,CB,29-210,90,0,0,0,0,1,0,0,0,46,12,4,2,3,0.2,0.2,0.0,1,0,25,27,92.6,1,20,0,0,0
027b11df,"Friday June 18, 2021",20:00,England,a,Scott McTominay,4.0,CB,24-192,90,0,0,0,0,0,0,0,0,52,15,1,6,3,0.0,0.0,0.0,1,0,34,40,85.0,0,38,4,0,0
027b11df,"Friday June 18, 2021",20:00,England,a,David Marshall,1.0,GK,36-105,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,18,31,58.1,0,11,0,0,0
027b11df,"Friday June 18, 2021",20:00,England,a,13 Players,,,,990,0,0,0,0,11,1,2,0,490,169,17,19,12,0.9,0.9,0.4,12,0,310,385,80.5,21,288,29,3,7
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Bruno Petković,20.0,FW,26-279,69,0,0,0,0,0,0,0,0,33,8,0,2,0,0.0,0.0,0.0,2,1,20,25,80.0,2,30,2,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Andrej Kramarić,9.0,FW,30-003,21,0,0,0,0,0,0,0,0,8,5,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,8,2,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Ivan Perišić,4.0,LW,32-140,80,1,1,0,0,4,1,0,0,51,21,3,0,0,0.1,0.1,0.1,5,1,31,40,77.5,1,40,12,1,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Ante Rebić,17.0,LW,27-274,10,0,0,0,0,0,0,0,0,10,7,1,0,0,0.0,0.0,0.0,0,0,3,8,37.5,0,8,2,0,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Nikola Vlašić,13.0,RW,23-261,75,1,0,0,0,1,1,0,0,37,19,1,1,0,0.1,0.1,0.3,2,0,24,28,85.7,4,35,6,3,3
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Luka Ivanušec,26.0,RW,22-208,15,0,0,0,0,0,0,0,0,3,4,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,2,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Mateo Kovačić,8.0,CM,27-047,90,0,1,0,0,1,1,0,0,89,18,1,1,0,0.0,0.0,0.1,4,1,77,81,95.1,7,80,9,4,5
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Luka Modrić,10.0,CM,35-286,90,1,1,0,0,2,2,0,0,117,18,0,2,0,0.1,0.1,0.1,1,1,92,107,86.0,6,91,11,1,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Marcelo Brozović,11.0,DM,28-218,90,0,0,0,0,0,0,0,0,97,20,3,0,1,0.0,0.0,0.1,2,0,83,89,93.3,1,79,3,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Joško Gvardiol,25.0,LB,19-150,69,0,0,0,0,2,2,0,0,73,14,1,1,1,0.3,0.3,0.0,1,0,57,63,90.5,3,65,13,3,4
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Borna Barišić,3.0,LB,28-224,21,0,0,0,0,0,0,0,0,21,2,0,1,0,0.0,0.0,0.0,1,0,12,15,80.0,0,12,2,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Domagoj Vida,21.0,CB,32-054,90,0,0,0,0,0,0,0,0,57,3,0,2,0,0.0,0.0,0.0,0,0,51,52,98.1,0,39,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Dejan Lovren,6.0,CB,31-352,90,0,0,0,0,0,0,1,0,74,6,0,0,2,0.0,0.0,0.0,0,0,55,61,90.2,3,40,1,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Josip Juranović,22.0,RB,25-310,90,0,0,0,0,1,0,0,0,78,8,0,2,0,0.0,0.0,0.0,1,1,63,72,87.5,5,67,7,2,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Dominik Livaković,1.0,GK,26-164,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,19,22,86.4,0,9,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,15 Players,,,,990,3,3,0,0,11,7,1,0,776,153,11,12,4,0.7,0.7,0.7,19,5,594,671,88.5,33,605,70,14,18
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Che Adams,10.0,FW,24-344,83,0,0,0,0,2,1,0,0,19,14,0,1,0,0.1,0.1,0.0,1,0,9,14,64.3,0,11,1,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Kevin Nisbet,19.0,FW,24-106,7,0,0,0,0,0,0,0,0,4,2,1,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Lyndon Dykes,9.0,FW,25-258,90,0,0,0,0,0,0,0,0,20,27,0,0,1,0.0,0.0,0.2,3,0,8,12,66.7,0,7,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Stuart Armstrong,17.0,CM,29-084,69,0,0,0,0,0,0,0,0,33,26,3,1,0,0.0,0.0,0.3,2,0,19,25,76.0,3,23,2,0,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Ryan Fraser,20.0,CM,27-118,21,0,0,0,0,2,0,0,0,13,2,0,0,0,0.1,0.1,0.2,2,0,8,11,72.7,0,10,5,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,John McGinn,7.0,"CM,AM",26-247,90,0,0,0,0,2,1,0,0,35,32,1,3,0,0.4,0.4,0.1,1,0,23,27,85.2,5,20,3,2,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Callum McGregor,8.0,DM,28-008,90,1,0,0,0,2,1,0,0,42,27,1,4,0,0.1,0.1,0.0,1,0,33,36,91.7,4,32,3,1,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Andrew Robertson,3.0,"WB,LB",27-103,90,0,0,0,0,0,0,0,0,53,13,1,2,2,0.0,0.0,0.2,4,0,36,50,72.0,1,26,4,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Stephen O'Donnell,2.0,WB,29-042,83,0,0,0,0,0,0,0,0,35,16,1,1,2,0.0,0.0,0.0,1,0,16,26,61.5,1,19,2,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Nathan Patterson,22.0,"RB,WB",19-249,7,0,0,0,0,0,0,0,0,13,6,1,0,0,0.0,0.0,0.0,0,0,9,11,81.8,0,6,2,0,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Kieran Tierney,6.0,CB,24-017,90,0,0,0,0,0,0,0,0,53,15,1,2,3,0.0,0.0,0.0,1,0,33,45,73.3,3,32,1,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Grant Hanley,5.0,CB,29-214,32,0,0,0,0,0,0,0,0,10,10,1,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,6,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Scott McKenna,26.0,CB,24-222,58,0,0,0,0,1,0,1,0,23,8,1,1,2,0.2,0.2,0.0,0,0,14,17,82.4,1,12,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Scott McTominay,4.0,"CB,CM",24-196,90,0,0,0,0,2,0,0,0,46,17,3,1,3,0.3,0.3,0.0,0,0,28,33,84.8,5,30,7,1,3
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,David Marshall,1.0,GK,36-109,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0.0,0.0,0.0,2,0,20,36,55.6,0,18,0,0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,15 Players,,,,990,1,0,0,0,11,3,1,0,436,215,15,17,13,1.2,1.2,1.0,18,0,264,353,74.8,23,253,30,4,8
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Artem Dzyuba,22.0,FW,32-303,90,1,0,1,1,1,0,0,0,38,4,0,0,2,0.8,0.0,0.1,2,0,15,26,57.7,2,13,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksandr Golovin,17.0,"LW,LM",25-022,90,0,0,0,0,2,1,0,0,36,11,2,0,1,0.2,0.2,0.0,0,0,20,27,74.1,2,24,3,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksei Miranchuk,15.0,RW,25-247,60,0,0,0,0,0,0,0,0,21,3,1,0,1,0.0,0.0,0.0,2,0,9,13,69.2,2,16,1,1,1
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksandr Sobolev,9.0,"FW,RW",24-106,30,0,0,0,0,0,0,0,0,9,3,0,0,0,0.0,0.0,0.0,1,1,7,8,87.5,1,7,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Roman Zobnin,11.0,DM,27-130,90,0,0,0,0,1,0,0,0,46,17,3,3,2,0.0,0.0,0.2,1,0,19,28,67.9,0,24,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Magomed Ozdoyev,7.0,DM,28-228,60,0,0,0,0,0,0,0,0,30,15,4,2,3,0.0,0.0,0.0,0,0,12,19,63.2,2,15,1,0,1
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Rifat Zhemaletdinov,19.0,"RM,DM",24-274,30,0,0,0,0,0,0,0,0,10,1,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,9,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Daler Kuzyaev,23.0,"WB,DM",28-157,66,0,0,0,0,0,0,0,0,44,11,3,1,0,0.0,0.0,0.0,0,0,26,32,81.3,0,27,0,3,3
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Maksim Mukhin,26.0,DM,19-229,24,0,0,0,0,0,0,0,0,10,5,4,1,1,0.0,0.0,0.0,0,0,3,5,60.0,1,4,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Mário Fernandes,2.0,"WB,RB",30-275,90,0,0,0,0,1,0,0,0,36,10,1,1,4,0.0,0.0,0.0,1,0,14,21,66.7,1,14,2,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Fyodor Kudryashov,13.0,"CB,LB",34-077,66,0,0,0,0,0,0,1,0,34,6,4,3,0,0.0,0.0,0.0,0,0,17,24,70.8,1,11,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Vyacheslav Karavayev,4.0,LB,26-032,24,0,0,0,0,0,0,0,0,14,1,0,0,2,0.0,0.0,0.0,1,1,3,10,30.0,0,7,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Igor Diveev,3.0,CB,21-267,90,0,0,0,0,0,0,1,0,43,9,3,3,2,0.0,0.0,0.0,1,0,17,25,68.0,1,13,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Georgi Dzhikiya,14.0,CB,27-212,90,0,0,0,0,0,0,0,0,25,4,0,0,1,0.0,0.0,0.0,1,0,13,20,65.0,1,11,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Matvei Safonov,16.0,GK,22-116,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,17,26,65.4,0,12,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,15 Players,,,,990,1,0,1,1,5,1,2,0,429,100,25,14,19,1.1,0.3,0.3,10,2,197,290,67.9,14,207,12,4,5
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Yussuf Poulsen,20.0,FW,27-006,59,1,0,0,0,2,1,0,0,21,3,0,0,0,0.9,0.9,0.0,1,0,11,14,78.6,0,16,1,0,1
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Kasper Dolberg,12.0,FW,23-258,31,0,0,0,0,0,0,0,0,13,3,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,13,3,1,3
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Mikkel Damsgaard,14.0,AM,20-353,71,1,0,0,0,1,1,0,0,42,12,0,0,1,0.0,0.0,0.0,0,0,20,32,62.5,5,38,2,1,4
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Christian Nørgaard,15.0,"AM,CM",27-103,19,0,0,0,0,0,0,0,0,11,1,0,1,0,0.0,0.0,0.0,0,0,7,9,77.8,0,10,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Martin Braithwaite,9.0,AM,30-016,84,0,0,0,0,1,1,0,0,33,3,0,1,0,0.1,0.1,0.0,2,0,17,21,81.0,3,28,4,2,2
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Andreas Cornelius,21.0,"AM,FW",28-097,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,2,5,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Thomas Delaney,8.0,DM,29-291,85,0,0,0,0,0,0,1,0,60,18,0,2,2,0.0,0.0,0.1,2,1,46,52,88.5,4,42,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Mathias Jensen,24.0,DM,25-171,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,6,0,0,1
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Pierre Højbjerg,23.0,DM,25-320,90,0,2,0,0,3,1,0,0,63,6,0,0,1,0.1,0.1,0.2,3,2,48,56,85.7,11,59,8,2,3
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Joakim Mæhle,5.0,WB,24-032,90,1,0,0,0,2,2,0,0,75,8,1,0,3,0.2,0.2,0.0,2,0,45,62,72.6,2,55,10,3,7
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Daniel Wass,18.0,WB,32-021,59,0,0,0,0,0,0,0,0,47,5,1,0,0,0.0,0.0,0.1,2,0,39,45,86.7,2,27,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Jens Stryger Larsen,17.0,WB,30-120,31,0,0,0,0,0,0,0,0,19,1,0,0,0,0.0,0.0,0.5,2,0,11,17,64.7,1,11,1,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Jannik Vestergaard,3.0,CB,28-322,90,0,0,0,0,2,0,0,0,77,7,2,0,0,0.2,0.2,0.1,1,0,59,65,90.8,5,49,3,0,1
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Simon Kjær,4.0,CB,32-087,90,0,0,0,0,2,1,0,0,65,6,1,0,1,0.6,0.6,0.1,1,0,51,56,91.1,4,43,3,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Andreas Christensen,6.0,CB,25-072,90,1,0,0,0,3,2,0,0,77,11,1,1,1,0.2,0.2,0.0,0,0,56,59,94.9,1,42,2,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Kasper Schmeichel,1.0,GK,34-228,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,19,33,57.6,0,24,0,0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,16 Players,,,,990,4,2,0,0,16,9,1,0,654,84,6,5,9,2.2,2.2,1.0,16,3,444,542,81.9,40,468,40,9,22
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Memphis Depay,10.0,FW,27-120,89,0,0,0,0,2,1,0,0,74,15,0,0,0,0.2,0.2,0.2,7,0,45,57,78.9,5,63,7,4,6
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Donyell Malen,18.0,FW,22-145,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Wout Weghorst,19.0,FW,28-310,87,1,0,0,0,2,2,0,0,27,24,3,0,1,0.2,0.2,0.1,1,0,13,18,72.2,0,21,2,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Luuk de Jong,9.0,FW,30-290,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,1,2,0,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Georginio Wijnaldum,8.0,AM,30-214,90,1,0,0,0,5,2,0,0,63,14,0,1,2,0.5,0.5,0.3,3,0,46,50,92.0,8,53,5,1,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Frenkie de Jong,21.0,DM,24-032,90,0,0,0,0,0,0,0,0,106,15,0,1,2,0.0,0.0,0.1,5,0,91,99,91.9,9,91,16,1,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Marten de Roon,15.0,DM,30-076,90,0,0,0,0,0,0,0,0,82,25,2,0,0,0.0,0.0,0.1,3,1,71,78,91.0,3,68,7,0,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Patrick van Aanholt,12.0,WB,30-288,63,0,0,0,0,2,0,0,0,37,10,1,0,0,0.0,0.0,0.0,1,0,27,33,81.8,1,27,1,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Owen Wijndal,5.0,WB,21-197,27,0,0,0,0,0,0,0,0,17,5,0,0,0,0.0,0.0,0.0,1,1,13,16,81.3,0,12,2,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Denzel Dumfries,22.0,WB,25-056,90,1,0,0,0,3,2,0,0,69,20,1,0,2,0.5,0.5,0.1,1,0,42,55,76.4,2,45,4,1,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Daley Blind,17.0,CB,31-096,63,0,0,0,0,0,0,0,0,80,10,1,0,1,0.0,0.0,0.0,1,0,74,78,94.9,9,68,9,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Nathan Aké,4.0,CB,26-115,27,0,1,0,0,1,0,0,0,22,1,0,0,0,0.0,0.0,0.0,1,1,21,21,100.0,0,18,4,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Stefan de Vrij,6.0,CB,29-128,90,0,0,0,0,0,0,0,0,85,20,2,2,1,0.0,0.0,0.0,0,0,71,75,94.7,5,62,3,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Jurrien Timber,25.0,CB,19-361,87,0,0,0,0,0,0,0,0,86,9,2,3,1,0.0,0.0,0.0,1,1,76,78,97.4,10,73,6,1,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Joël Veltman,2.0,CB,29-149,3,0,0,0,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,5,0,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Maarten Stekelenburg,1.0,GK,38-264,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,23,30,76.7,0,23,0,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,16 Players,,,,990,3,1,0,0,15,7,0,0,798,171,12,7,10,1.4,1.4,0.9,25,4,626,705,88.8,55,634,66,8,13
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Roman Yaremchuk,9.0,FW,25-198,90,1,1,0,0,3,3,0,0,48,19,3,0,1,0.3,0.3,0.0,2,1,30,37,81.1,2,21,1,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Zubkov,20.0,LW,24-314,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,5,0,1,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Marlos,11.0,LW,33-006,51,0,0,0,0,0,0,0,0,31,8,3,1,0,0.0,0.0,0.0,1,0,18,23,78.3,1,16,4,0,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Mykola Shaparenko,10.0,LW,22-252,27,0,0,0,0,0,0,0,0,22,9,0,0,1,0.0,0.0,0.0,1,0,18,20,90.0,1,15,2,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Andriy Yarmolenko,7.0,RW,31-233,90,1,0,0,0,3,2,0,0,49,11,1,0,0,0.3,0.3,0.0,2,1,27,39,69.2,2,31,9,0,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Zinchenko,17.0,CM,24-180,90,0,0,0,0,0,0,0,0,59,16,3,0,0,0.0,0.0,0.0,2,1,42,52,80.8,4,40,4,2,3
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Ruslan Malinovskyi,8.0,CM,28-040,90,0,1,0,0,1,0,0,0,49,31,3,2,2,0.0,0.0,0.4,3,1,30,38,78.9,1,34,3,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Serhiy Sydorchuk,5.0,DM,30-042,90,0,0,0,0,0,0,1,0,38,28,3,1,0,0.0,0.0,0.0,0,0,31,36,86.1,1,20,0,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Vitaliy Mykolenko,16.0,LB,22-015,90,0,0,0,0,0,0,0,0,57,15,3,2,2,0.0,0.0,0.0,0,0,33,47,70.2,0,30,2,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Mykola Matviyenko,22.0,CB,25-042,90,0,0,0,0,0,0,0,0,35,9,1,3,3,0.0,0.0,0.0,0,0,23,25,92.0,0,20,1,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Illia Zabarnyi,13.0,CB,18-285,90,0,0,0,0,0,0,0,0,56,19,0,4,2,0.0,0.0,0.0,0,0,38,43,88.4,0,30,1,2,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Karavayev,21.0,RB,29-011,90,0,0,0,0,0,0,0,0,63,10,3,2,2,0.0,0.0,0.1,2,0,50,56,89.3,3,31,10,0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Heorhiy Bushchan,1.0,GK,27-013,90,0,0,0,0,0,0,0,0,33,1,0,0,0,0.0,0.0,0.0,0,0,23,29,79.3,0,13,0,0,0
