match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,TotTouches,TouchDef Pen,TouchDef 3rd,TouchMid 3rd,TouchAtt 3rd,TouchAtt Pen,TouchLive,DribSucc,DribAtt,DribSucc%,#Playerslost,nutMegs,Carries,CarryTotDist,CarryPrgDist,CarryProg,Carry1/3,CPA,CarryMis,CarryDis,RecTarg,Rec,Rec%,RecProg
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joel Pohjanpalo,20.0,FW,26-276,90,31,1,6,16,12,7,31,1,3,33.3,1,0,19,106,37,3,1,1,2,0,38,21,55.3,2
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Teemu Pukki,10.0,FW,31-079,74,22,0,1,10,13,2,22,5,5,100.0,5,0,19,99,56,2,1,0,4,0,33,16,48.5,4
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Lassi Lappalainen,21.0,FW,22-296,16,8,0,0,3,6,1,8,0,0,,0,0,6,55,46,0,1,0,1,0,7,6,85.7,3
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Glen Kamara,6.0,CM,25-231,90,74,0,9,47,24,2,73,1,1,100.0,1,0,60,287,160,7,3,1,4,3,63,61,96.8,3
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Robin Lod,8.0,CM,28-060,90,57,0,9,30,25,3,51,0,2,0.0,1,1,40,238,130,3,4,1,2,4,47,42,89.4,10
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Rasmus Schüller,11.0,DM,29-363,66,33,1,15,17,3,0,33,0,0,,0,0,16,45,17,0,0,0,2,0,16,16,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joni Kauko,19.0,DM,30-339,24,17,0,1,9,8,0,17,1,1,100.0,1,0,12,43,11,0,0,0,0,0,16,13,81.3,3
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jere Uronen,18.0,WB,26-338,90,56,9,20,13,23,2,51,0,0,,0,0,29,81,26,2,0,1,1,1,36,30,83.3,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Jukka Raitala,22.0,WB,32-274,74,40,1,16,14,10,0,37,1,1,100.0,1,0,29,101,53,1,0,0,0,0,30,30,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Pyry Soiri,13.0,WB,26-267,16,15,0,7,6,3,0,15,0,1,0.0,0,0,13,83,44,4,1,0,0,0,9,8,88.9,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Daniel O'Shaughnessy,3.0,CB,26-275,90,71,14,39,24,13,1,65,0,0,,0,0,31,155,88,2,3,0,0,0,37,37,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Paulus Arajuuri,2.0,CB,33-001,90,33,9,20,12,2,1,31,0,0,,0,0,9,51,32,2,0,0,0,0,15,12,80.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Joona Toivio,4.0,CB,33-098,84,55,7,31,24,3,1,52,0,0,,0,0,33,128,92,2,1,0,0,0,38,37,97.4,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Fredrik Jensen,9.0,CB,23-280,6,2,0,0,1,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,2,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,Lukáš Hrádecký,1.0,GK,31-204,90,42,41,42,0,0,0,23,0,0,,0,0,17,117,63,0,0,0,0,0,13,13,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,h,15 Players,,,,990,556,83,216,226,146,20,511,9,14,64.3,10,1,333,1589,855,28,15,4,16,8,400,344,86.0,26
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Artem Dzyuba,22.0,FW,32-298,84,41,0,0,12,30,11,41,1,4,25.0,1,0,22,80,38,1,0,1,5,0,65,34,52.3,7
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Sobolev,9.0,FW,24-101,6,9,1,1,5,4,1,9,2,2,100.0,2,0,6,14,1,0,0,0,0,1,13,5,38.5,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksandr Golovin,17.0,AM,25-017,90,81,1,4,37,54,4,74,3,4,75.0,3,0,67,426,263,19,12,0,2,3,65,60,92.3,7
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Aleksei Miranchuk,15.0,AM,25-242,84,50,1,6,20,28,4,47,1,3,33.3,1,0,39,210,111,3,1,0,1,2,50,36,72.0,7
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Maksim Mukhin,26.0,"DM,AM",19-224,6,6,0,0,5,1,0,6,0,0,,0,0,6,60,20,2,0,0,0,0,6,6,100.0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Roman Zobnin,11.0,DM,27-125,90,74,4,11,53,14,1,73,0,1,0.0,0,0,50,270,130,4,3,0,0,1,46,46,100.0,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Magomed Ozdoyev,7.0,DM,28-223,60,50,3,6,23,26,4,47,0,1,0.0,0,0,33,222,88,6,3,0,0,1,46,38,82.6,5
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Rifat Zhemaletdinov,19.0,"DM,AM",24-269,30,20,1,1,16,4,2,20,0,1,0.0,1,0,14,81,49,4,1,1,1,1,21,15,71.4,2
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Daler Kuzyaev,23.0,WB,28-152,90,64,0,3,31,36,7,58,2,4,50.0,2,0,51,287,165,9,4,2,0,1,55,52,94.5,4
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Mário Fernandes,2.0,WB,30-270,25,10,0,2,5,4,1,9,0,0,,0,0,5,27,19,1,0,0,0,0,9,6,66.7,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Vyacheslav Karavayev,4.0,WB,26-027,65,43,2,11,15,18,3,35,0,0,,0,0,23,81,42,3,1,0,1,0,34,25,73.5,3
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Georgi Dzhikiya,14.0,CB,27-207,90,75,7,16,60,5,0,73,0,0,,0,0,61,448,272,16,3,0,0,0,58,58,100.0,2
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Igor Diveev,3.0,CB,21-262,90,74,9,28,47,1,1,71,0,0,,0,0,43,225,99,5,0,0,0,0,46,44,95.7,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Dmitri Barinov,8.0,CB,24-278,90,92,2,21,62,14,1,91,0,0,,0,0,74,457,282,18,2,0,0,0,76,75,98.7,1
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,Matvei Safonov,16.0,GK,22-111,90,27,23,27,0,0,0,17,0,0,,0,0,10,71,44,0,0,0,0,0,10,10,100.0,0
2c48acb2,"Wednesday June 16, 2021",16:00,Finland,a,15 Players,,,,990,716,54,137,391,239,40,671,9,20,45.0,10,0,504,2959,1623,91,30,4,10,10,600,510,85.0,41
2c7de26e,"Monday June 28, 2021",22:00,France,h,Kylian Mbappé,10.0,FW,22-190,120,52,0,1,18,39,8,47,2,7,28.6,2,1,42,257,157,9,4,2,2,1,65,41,63.1,20
2c7de26e,"Monday June 28, 2021",22:00,France,h,Karim Benzema,19.0,FW,33-191,93,44,0,0,23,23,8,40,2,3,66.7,2,0,37,195,93,8,2,2,2,3,42,34,81.0,7
2c7de26e,"Monday June 28, 2021",22:00,France,h,Olivier Giroud,9.0,FW,34-271,27,10,0,0,7,3,2,10,0,0,,0,0,5,2,2,0,0,0,1,0,20,10,50.0,3
2c7de26e,"Monday June 28, 2021",22:00,France,h,Antoine Griezmann,7.0,"AM,RM",30-099,87,70,0,4,30,43,1,65,1,1,100.0,1,0,55,291,153,8,4,0,0,2,57,54,94.7,8
2c7de26e,"Monday June 28, 2021",22:00,France,h,Moussa Sissoko,17.0,RM,31-316,33,17,0,0,10,8,1,16,1,1,100.0,1,0,11,73,50,6,1,0,0,0,16,13,81.3,3
2c7de26e,"Monday June 28, 2021",22:00,France,h,N'Golo Kanté,13.0,DM,30-091,120,87,1,14,56,22,1,86,2,5,40.0,4,1,60,272,122,6,3,0,1,4,59,57,96.6,2
2c7de26e,"Monday June 28, 2021",22:00,France,h,Paul Pogba,6.0,DM,28-105,120,94,2,17,69,16,1,89,4,5,80.0,4,1,74,272,143,6,1,0,2,3,68,67,98.5,2
2c7de26e,"Monday June 28, 2021",22:00,France,h,Adrien Rabiot,14.0,"LB,WB",26-086,120,97,2,22,49,38,4,89,2,2,100.0,2,1,74,511,309,13,9,0,1,2,79,74,93.7,7
2c7de26e,"Monday June 28, 2021",22:00,France,h,Benjamin Pavard,2.0,"RB,WB",25-092,120,60,3,22,19,23,1,50,1,1,100.0,1,0,32,126,69,3,1,0,1,0,37,32,86.5,2
2c7de26e,"Monday June 28, 2021",22:00,France,h,Presnel Kimpembe,3.0,CB,25-319,120,85,7,32,53,5,0,84,0,0,,0,0,62,317,191,8,0,0,0,0,67,66,98.5,0
