match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,TotTouches,TouchDef Pen,TouchDef 3rd,TouchMid 3rd,TouchAtt 3rd,TouchAtt Pen,TouchLive,DribSucc,DribAtt,DribSucc%,#Playerslost,nutMegs,Carries,CarryTotDist,CarryPrgDist,CarryProg,Carry1/3,CPA,CarryMis,CarryDis,RecTarg,Rec,Rec%,RecProg
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Tymoteusz Puchacz,26.0,WB,22-142,17,19,0,2,9,12,0,15,2,2,100.0,2,0,11,146,104,3,2,0,2,0,12,11,91.7,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Kamil Jóźwiak,21.0,WB,23-053,90,73,0,4,34,44,2,66,2,6,33.3,2,0,53,338,146,7,3,0,2,2,62,47,75.8,7
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Jan Bednarek,5.0,CB,25-063,90,83,2,18,69,5,2,82,0,0,,0,0,72,402,217,5,1,0,2,0,74,73,98.6,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Kamil Glik,15.0,CB,33-131,90,74,6,26,49,3,1,73,0,0,,0,0,42,236,156,2,0,0,0,0,51,50,98.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Bartosz Bereszyński,18.0,CB,28-337,90,92,4,18,67,14,1,86,0,0,,0,0,64,420,207,13,2,0,1,0,71,67,94.4,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,Wojciech Szczęsny,1.0,GK,31-057,90,17,12,16,1,0,0,10,0,0,,0,0,5,15,11,0,0,0,0,0,5,5,100.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,h,15 Players,,,,961,682,32,109,371,251,27,632,7,12,58.3,7,0,435,2702,1335,58,17,3,20,7,553,491,88.8,40
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Ondrej Duda,8.0,FW,26-191,89,50,1,10,34,8,2,49,3,3,100.0,3,0,36,171,93,5,1,1,2,2,54,39,72.2,4
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Ján Greguš,6.0,FW,30-136,1,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Róbert Mak,20.0,LW,30-098,86,39,0,6,21,15,4,36,2,4,50.0,2,1,29,156,75,3,0,1,3,3,40,32,80.0,4
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Tomáš Suslov,10.0,LW,19-007,4,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,2,1,50.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Lukáš Haraslín,18.0,RW,25-019,86,25,2,9,5,11,5,24,2,3,66.7,2,0,14,57,26,2,0,1,2,0,26,16,61.5,3
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Michal Ďuriš,21.0,RW,33-013,4,3,0,1,2,0,0,3,0,0,,0,0,2,4,2,0,0,0,0,1,2,1,50.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Marek Hamšík,17.0,AM,33-322,90,52,1,12,28,15,3,49,0,0,,0,0,31,174,89,3,1,1,0,1,48,37,77.1,3
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Jakub Hromada,25.0,DM,25-020,78,40,3,20,20,2,0,40,1,1,100.0,1,0,18,75,54,1,1,0,1,1,26,26,100.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Patrik Hrošovský,13.0,DM,29-053,12,4,1,4,1,0,0,4,0,0,,0,0,2,2,1,0,0,0,0,0,0,0,,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Juraj Kucka,19.0,DM,34-108,90,56,4,24,29,8,1,56,0,0,,0,0,23,182,137,4,1,0,0,1,41,36,87.8,1
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Tomáš Hubočan,15.0,LB,35-270,90,60,4,26,33,4,0,50,0,0,,0,0,25,186,67,2,0,0,0,0,33,31,93.9,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Milan Škriniar,14.0,CB,26-123,90,66,15,43,27,1,1,63,1,1,100.0,1,0,38,167,37,0,0,0,1,0,44,42,95.5,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Ľubomír Šatka,5.0,CB,25-194,90,61,9,44,20,0,0,59,0,0,,0,0,35,201,108,2,0,0,0,0,43,43,100.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Peter Pekarík,2.0,RB,34-227,78,52,4,23,25,10,1,46,0,0,,0,0,28,228,152,5,1,0,1,0,37,32,86.5,1
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Martin Koscelník,24.0,RB,26-104,12,3,1,3,0,0,0,3,0,0,,0,0,1,3,1,0,0,0,0,0,2,1,50.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,Martin Dúbravka,1.0,GK,32-150,90,46,41,46,0,0,0,28,0,0,,0,0,21,55,24,0,0,0,0,0,22,22,100.0,0
d35ad7a8,"Monday June 14, 2021",17:00,Poland,a,16 Players,,,,990,559,86,273,245,74,17,512,9,12,75.0,9,1,303,1661,866,27,5,4,11,9,421,359,85.3,16
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Kieffer Moore,13.0,FW,28-308,90,31,4,5,16,10,4,31,0,0,,0,0,11,6,0,0,0,0,4,1,38,24,63.2,4
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Daniel James,20.0,LM,23-214,74,24,0,4,5,18,1,20,3,4,75.0,3,0,22,168,137,3,2,0,0,1,28,17,60.7,5
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,David Brooks,19.0,RM,23-339,16,6,1,1,1,4,0,6,0,0,,0,0,3,34,25,1,0,0,0,0,6,4,66.7,2
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Aaron Ramsey,10.0,CM,30-168,89,42,1,9,25,9,1,39,0,1,0.0,0,0,27,157,59,2,0,0,0,0,34,30,88.2,3
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Ethan Ampadu,15.0,CM,20-271,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Joe Morrell,16.0,CM,24-160,90,36,1,12,19,8,0,34,0,0,,0,0,23,138,60,0,1,0,0,1,27,25,92.6,1
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Gareth Bale,11.0,"RM,LM",31-331,90,36,1,3,18,21,1,34,1,1,100.0,1,0,23,180,84,6,4,0,0,4,41,30,73.2,4
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Joe Allen,7.0,DM,31-090,90,40,6,15,21,5,0,40,0,0,,0,0,21,112,43,3,0,0,0,1,28,26,92.9,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Ben Davies,4.0,LB,28-049,90,55,9,26,22,15,2,50,0,1,0.0,1,0,33,204,128,4,2,1,0,2,33,32,97.0,3
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Joe Rodon,6.0,CB,23-233,90,38,9,30,8,0,0,38,0,0,,0,0,23,85,35,1,0,0,0,0,23,23,100.0,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Chris Mepham,22.0,CB,23-219,90,36,12,24,13,0,0,36,0,0,,0,0,16,91,55,1,0,0,0,1,14,14,100.0,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Connor Roberts,14.0,RB,25-262,90,38,3,19,11,10,3,33,0,0,,0,0,25,89,54,2,0,1,0,0,28,27,96.4,2
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,Danny Ward,12.0,GK,27-355,90,30,28,30,0,0,0,15,0,0,,0,0,10,85,63,0,0,0,0,0,5,5,100.0,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,h,13 Players,,,,990,412,75,178,159,100,12,376,4,7,57.1,5,0,237,1349,743,23,9,2,4,11,305,257,84.3,24
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Breel Embolo,7.0,FW,24-118,90,37,1,5,19,19,10,36,3,5,60.0,3,0,28,251,181,8,4,3,2,2,46,30,65.2,9
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Haris Seferović,9.0,FW,29-110,83,33,0,2,13,21,7,33,0,0,,0,0,20,112,38,4,2,1,1,0,39,28,71.8,9
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Mario Gavranović,19.0,FW,31-200,7,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Xherdan Shaqiri,23.0,AM,29-245,65,30,0,1,13,17,1,22,0,2,0.0,0,0,19,106,51,4,1,0,1,0,23,19,82.6,6
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Denis Zakaria,6.0,AM,24-204,25,13,0,1,5,8,2,13,0,0,,0,0,8,32,14,2,0,1,2,0,11,11,100.0,2
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Granit Xhaka,10.0,DM,28-258,90,72,3,16,43,14,0,72,0,0,,0,0,47,195,132,7,0,0,0,0,58,57,98.3,1
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Remo Freuler,8.0,DM,29-058,90,70,3,11,49,15,1,70,0,0,,0,0,42,298,156,11,2,0,2,1,49,47,95.9,5
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Ricardo Rodríguez,13.0,WB,28-291,90,51,1,10,23,20,0,40,1,1,100.0,1,0,35,168,77,4,0,0,0,0,40,35,87.5,4
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Kevin Mbabu,2.0,WB,26-054,90,56,1,12,31,19,5,48,0,2,0.0,0,0,34,227,177,7,3,0,0,0,42,36,85.7,3
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Manuel Akanji,5.0,CB,25-328,90,85,8,42,54,3,1,85,1,1,100.0,1,0,66,623,421,14,1,0,0,0,72,70,97.2,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Fabian Schär,22.0,CB,29-174,90,83,6,39,49,4,2,81,0,0,,0,0,65,401,251,8,1,0,1,0,75,74,98.7,1
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Nico Elvedi,4.0,CB,24-255,90,78,8,34,44,3,0,72,0,0,,0,0,58,335,222,11,1,0,0,0,57,56,98.2,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,Yann Sommer,1.0,GK,32-177,90,30,24,30,0,0,0,22,0,0,,0,0,12,62,35,0,0,0,0,0,13,13,100.0,0
d9eaa85c,"Saturday June 12, 2021",17:00,Wales,a,13 Players,,,,990,639,55,203,344,143,29,595,5,11,45.5,5,0,434,2810,1755,80,15,5,9,3,530,477,90.0,40
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Alexander Isak,11.0,FW,21-281,96,32,0,2,10,23,3,30,0,0,,0,0,21,112,71,2,2,1,1,4,44,25,56.8,10
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Marcus Berg,9.0,"DM,FW",34-316,24,6,3,4,0,2,0,6,0,0,,0,0,2,5,0,0,0,0,0,0,2,1,50.0,1
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Dejan Kulusevski,21.0,FW,21-065,96,49,0,0,12,39,9,48,1,3,33.3,1,0,28,116,64,7,1,3,3,5,65,38,58.5,17
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Robin Quaison,22.0,FW,27-263,24,5,0,1,2,2,0,5,0,0,,0,0,2,0,0,0,0,0,0,2,13,3,23.1,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Emil Forsberg,10.0,LM,29-249,120,87,1,5,44,45,8,82,2,2,100.0,2,0,67,476,251,19,4,1,2,1,77,68,88.3,6
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Seb Larsson,7.0,RM,36-023,96,47,0,3,20,27,3,42,0,0,,0,0,27,103,27,2,1,1,0,0,41,27,65.9,1
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Viktor Claesson,17.0,RM,29-178,24,7,1,3,2,2,0,6,0,0,,0,0,3,21,6,0,0,0,0,1,5,2,40.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Albin Ekdal,8.0,DM,31-336,120,82,1,15,55,12,0,80,0,1,0.0,1,0,57,283,101,6,0,0,0,2,61,59,96.7,3
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Kristoffer Olsson,20.0,DM,25-364,100,86,2,10,59,27,1,86,2,2,100.0,2,0,70,390,174,6,2,1,2,2,67,63,94.0,3
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Filip Helander,14.0,"CB,DM",28-068,20,4,2,4,0,0,0,4,0,0,,0,0,2,8,3,0,0,0,0,0,1,1,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Ludwig Augustinsson,6.0,LB,27-069,82,44,1,8,18,18,2,38,0,0,,0,0,25,79,42,2,0,0,1,0,33,27,81.8,7
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Pierre Bengtsson,5.0,LB,33-078,38,15,2,9,5,2,0,12,0,0,,0,0,8,62,24,1,1,0,0,1,6,6,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Marcus Danielsson,24.0,"CB,CM",32-082,98,85,3,24,64,1,0,83,0,0,,0,0,58,304,204,10,0,0,0,0,63,63,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Victor Lindelöf,3.0,CB,26-347,120,120,9,54,75,3,2,117,0,0,,0,0,89,968,487,9,1,0,0,0,97,96,99.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Mikael Lustig,2.0,RB,34-198,82,70,1,10,45,17,2,67,1,1,100.0,1,0,51,231,81,4,0,0,0,0,61,60,98.4,2
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Emil Krafth,16.0,RB,26-331,38,26,3,11,12,5,0,22,0,0,,0,0,14,29,11,0,0,0,0,1,15,15,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,Robin Olsen,1.0,GK,31-172,120,36,28,36,0,0,0,25,0,0,,0,0,15,26,17,0,0,0,0,0,16,16,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,h,17 Players,,,,1298,801,57,199,423,225,30,753,6,9,66.7,7,0,539,3213,1563,68,12,7,9,19,667,570,85.5,50
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Roman Yaremchuk,9.0,FW,25-214,90,33,1,4,19,11,5,31,1,2,50.0,1,0,21,53,27,2,1,1,4,0,47,25,53.2,3
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Artem Besyedin,19.0,FW,25-090,10,3,0,0,3,0,0,3,0,0,,0,0,2,0,0,0,0,0,0,0,4,2,50.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Viktor Tsyhankov,15.0,FW,23-226,20,16,0,1,7,10,2,15,0,0,,0,0,11,106,61,4,1,1,0,0,15,14,93.3,2
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Andriy Yarmolenko,7.0,FW,31-249,105,43,1,3,18,28,7,43,1,1,100.0,1,0,31,224,145,9,4,3,1,3,57,35,61.4,7
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Artem Dovbyk,26.0,FW,24-008,15,9,0,1,4,5,4,8,0,0,,0,0,4,48,23,2,1,0,2,0,9,7,77.8,3
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Mykola Shaparenko,10.0,CM,22-268,60,43,0,7,27,16,0,42,0,0,,0,0,35,212,115,6,2,0,2,1,43,36,83.7,3
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Ruslan Malinovskyi,8.0,CM,28-056,60,44,0,5,23,19,3,42,1,3,33.3,1,1,32,203,125,7,3,0,1,2,43,36,83.7,2
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Serhiy Sydorchuk,5.0,CM,30-058,116,66,1,10,40,19,3,65,1,1,100.0,1,1,51,239,113,5,0,0,1,0,59,51,86.4,2
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Roman Bezus,18.0,CM,30-276,4,4,0,1,1,2,0,4,0,0,,0,0,1,9,7,1,0,0,0,0,1,1,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Taras Stepanenko,6.0,DM,31-325,94,69,4,23,36,11,0,68,0,0,,0,0,37,100,25,1,1,0,1,0,41,40,97.6,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Yevhen Makarenko,14.0,DM,30-039,26,35,2,9,21,7,0,35,0,0,,0,0,24,124,38,0,1,0,0,0,25,25,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Oleksandr Zinchenko,17.0,WB,24-196,120,117,7,37,38,51,3,104,0,0,,0,0,70,402,262,6,5,0,0,1,83,73,88.0,8
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Oleksandr Karavayev,21.0,WB,29-027,120,82,2,15,36,35,3,71,0,0,,0,0,48,243,139,6,3,0,2,0,70,63,90.0,6
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Mykola Matviyenko,22.0,CB,25-058,120,125,9,52,73,11,0,124,1,1,100.0,1,0,89,581,417,14,4,0,0,0,94,94,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Serhiy Kryvtsov,4.0,CB,30-106,120,90,10,46,47,0,0,88,0,0,,0,0,70,292,125,2,0,0,0,0,75,75,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Illia Zabarnyi,13.0,CB,18-301,120,124,12,49,84,2,0,121,0,0,,0,0,93,518,278,11,1,0,0,0,94,94,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,Heorhiy Bushchan,1.0,GK,27-029,120,39,38,39,0,0,0,31,0,0,,0,0,17,81,31,0,0,0,0,0,19,19,100.0,0
e07bc7d3,"Tuesday June 29, 2021",20:00,Sweden,a,17 Players,,,,1320,942,87,302,477,227,30,895,5,8,62.5,5,2,636,3435,1931,76,27,5,14,7,779,690,88.6,36
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Roman Yaremchuk,9.0,FW,25-202,69,22,0,0,12,12,6,20,1,3,33.3,1,1,19,118,53,1,1,1,3,0,39,19,48.7,11
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Artem Besyedin,19.0,FW,25-078,21,11,0,1,5,7,1,11,0,0,,0,0,7,61,45,2,0,1,1,1,19,9,47.4,3
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Ruslan Malinovskyi,8.0,"LW,AM,CM",28-044,89,54,1,4,22,34,6,47,1,2,50.0,1,1,35,234,133,8,5,0,2,2,43,38,88.4,5
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Eduard Sobol,2.0,AM,26-058,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Andriy Yarmolenko,7.0,RW,31-237,69,37,0,3,14,24,8,37,3,4,75.0,4,1,25,135,80,4,2,0,2,1,39,31,79.5,6
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Viktor Tsyhankov,15.0,RW,23-214,21,14,1,2,8,7,1,14,0,1,0.0,0,1,10,49,21,1,1,0,1,0,13,9,69.2,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Oleksandr Zinchenko,17.0,"CM,LW",24-184,90,55,1,7,32,21,1,54,0,0,,0,0,35,184,106,7,1,1,1,0,40,36,90.0,4
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Mykola Shaparenko,10.0,CM,22-256,77,70,0,9,55,19,1,68,1,1,100.0,1,0,59,402,262,11,5,0,0,2,59,54,91.5,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Serhiy Sydorchuk,5.0,DM,30-046,13,5,0,1,4,0,0,5,1,1,100.0,1,0,5,26,23,0,0,0,0,0,4,3,75.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Taras Stepanenko,6.0,DM,31-313,90,51,1,14,38,2,0,51,0,0,,0,0,29,87,61,1,0,0,0,0,37,34,91.9,1
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Vitaliy Mykolenko,16.0,LB,22-019,90,62,3,15,31,17,1,52,0,2,0.0,0,1,33,111,56,2,1,1,1,2,39,38,97.4,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Mykola Matviyenko,22.0,CB,25-046,90,74,11,45,31,0,0,73,0,0,,0,0,47,238,156,4,0,0,0,0,54,53,98.1,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Illia Zabarnyi,13.0,CB,18-289,90,51,8,27,24,3,2,49,0,0,,0,0,34,146,65,1,1,0,0,0,38,38,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Oleksandr Karavayev,21.0,RB,29-015,90,61,2,17,28,18,8,52,1,1,100.0,1,0,33,157,100,6,0,1,2,1,41,35,85.4,3
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,Heorhiy Bushchan,1.0,GK,27-017,90,30,30,30,0,0,0,21,0,0,,0,0,13,52,22,0,0,0,0,0,12,12,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,h,15 Players,,,,990,597,58,175,304,164,35,554,8,15,53.3,9,5,384,2000,1183,48,17,5,13,9,477,409,85.7,39
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Elif Elmas,21.0,"FW,AM",21-266,90,48,1,9,30,12,3,48,2,4,50.0,3,0,41,190,108,6,1,0,0,0,52,40,76.9,3
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Goran Pandev,10.0,FW,37-325,90,34,0,1,17,19,3,31,1,1,100.0,1,0,26,102,60,2,1,1,6,2,37,27,73.0,8
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Enis Bardhi,17.0,"CM,DM",25-350,76,51,1,11,31,12,1,49,2,4,50.0,2,1,45,168,115,3,0,0,2,1,43,41,95.3,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Daniel Avramovski,24.0,DM,26-117,14,7,1,4,2,1,1,7,0,0,,0,0,4,11,0,0,0,0,0,0,3,3,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Arijan Ademi,5.0,"CM,DM",30-019,84,38,1,11,24,6,2,38,1,1,100.0,1,0,29,141,94,3,0,1,3,1,32,30,93.8,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Kire Ristevski,4.0,DM,30-238,6,9,0,6,4,0,0,9,0,0,,0,0,8,71,31,1,0,0,0,0,6,6,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Stefan Spirovski,20.0,DM,30-298,45,17,0,4,11,3,0,16,0,0,,0,0,11,67,28,3,0,0,0,1,10,8,80.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Darko Churlinov,25.0,"RW,DM",20-341,45,11,0,2,5,4,1,11,1,1,100.0,1,0,10,62,24,2,0,1,1,0,12,9,75.0,4
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Ezgjan Alioski,8.0,"WB,LB",29-125,90,54,2,11,24,22,2,40,2,2,100.0,2,0,35,147,111,8,1,0,3,0,39,32,82.1,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Boban Nikolov,16.0,WB,26-324,45,29,0,4,17,12,2,24,1,1,100.0,1,1,22,115,78,3,2,0,2,1,21,20,95.2,1
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Aleksandar Trajkovski,9.0,"LW,WB",28-285,45,19,0,1,10,10,1,17,1,2,50.0,1,0,17,97,43,2,0,0,1,0,17,14,82.4,2
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Visar Musliu,6.0,CB,26-216,90,55,4,33,24,1,1,54,0,0,,0,0,27,157,88,5,0,1,0,0,36,36,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Darko Velkovski,14.0,CB,25-361,84,61,5,32,29,1,0,59,1,1,100.0,1,0,36,106,61,2,0,0,2,0,42,40,95.2,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Ivan Tričkovski,7.0,CB,34-060,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Stefan Ristovski,13.0,"CB,RB",29-125,90,66,3,23,31,13,1,58,1,1,100.0,1,0,48,151,64,2,0,0,1,1,47,43,91.5,5
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,Stole Dimitrievski,1.0,GK,27-174,90,40,37,40,0,0,0,30,0,0,,0,0,19,105,60,0,0,0,0,0,16,16,100.0,0
e0eed6e8,"Thursday June 17, 2021",16:00,Ukraine,a,16 Players,,,,990,539,55,192,259,116,18,491,13,18,72.2,14,2,378,1690,965,42,5,4,21,7,414,365,88.2,29
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Cristiano Ronaldo,7.0,FW,36-134,90,39,1,2,27,16,3,34,3,4,75.0,3,0,26,177,100,7,5,0,1,1,41,28,68.3,8
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Diogo Jota,21.0,"LM,LW",24-197,82,29,0,2,15,13,4,28,0,2,0.0,0,0,22,83,43,1,0,0,3,2,28,25,89.3,5
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,André Silva,9.0,FW,25-225,8,4,0,0,1,3,1,4,0,0,,0,0,2,12,6,1,0,0,0,0,6,4,66.7,2
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,William Carvalho,14.0,CM,29-073,57,31,3,12,17,3,0,31,0,0,,0,0,22,108,40,1,1,0,0,0,23,23,100.0,2
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Rafa Silva,15.0,"RW,RM",28-033,33,19,0,0,14,5,0,19,0,0,,0,0,13,43,15,1,0,0,1,2,17,12,70.6,2
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Bruno Fernandes,11.0,CM,26-284,63,35,1,8,21,9,1,31,0,1,0.0,0,0,24,148,98,2,0,0,1,0,29,26,89.7,3
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,João Moutinho,8.0,CM,34-284,27,22,0,2,12,9,0,15,0,1,0.0,1,0,12,18,5,0,1,0,0,0,15,14,93.3,0
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Bernardo Silva,10.0,RM,26-313,45,24,0,7,13,7,1,22,0,1,0.0,1,0,16,125,72,1,1,0,0,2,18,17,94.4,1
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Renato Sanches,16.0,"CM,RM,LM",23-305,45,36,0,4,24,11,0,35,2,3,66.7,2,0,35,164,64,3,1,0,0,0,31,31,100.0,2
e33c4403,"Saturday June 19, 2021",18:00,Portugal,h,Danilo Pereira,13.0,"DM,CM",29-283,90,35,6,14,16,5,0,34,0,0,,0,0,22,118,70,0,0,0,0,0,23,22,95.7,0
